Year,Name,DOB,Sex,Category,Motivation,Birth Country,Affiliation,Affiliation Place
1918,Max Karl Ernst Ludwig Planck,1858/04/23,Male,Physics, in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta ,Germany,Berlin University,"Berlin, Germany"
1919,Johannes Stark,1874/04/15,Male,Physics, for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields ,Germany,Greifswald University,"Greifswald, Germany"
1920,Charles Edouard Guillaume,1861/02/15,Male,Physics, in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys ,Switzerland,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),"SâˆšÂ®vres, France"
1921,Albert Einstein,1879/03/14,Male,Physics," for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect ",Germany,Max-Planck Institut,"Berlin, Germany"
1922,Niels Henrik David Bohr,1885/10/07,Male,Physics, for his services in the investigation of the structure of atoms and of the radiation emanating from them ,Denmark,Copenhagen University,"Copenhagen, Denmark"
1923,Robert Andrews Millikan,1868/03/22,Male,Physics, for his work on the elementary charge of electricity and on the photoelectric effect ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1924,Karl Manne Georg Siegbahn,1886/12/03,Male,Physics, for his discoveries and research in the field of X-ray spectroscopy ,Sweden,Uppsala University,"Uppsala, Sweden"
1925,Gustav Ludwig Hertz,1887/07/22,Male,Physics, for their discovery of the laws governing the impact of an electron upon an atom ,Germany,Halle University,"Halle, Germany"
1925,James Franck,1882/08/26,Male,Physics, for their discovery of the laws governing the impact of an electron upon an atom ,Germany,Goettingen University,"Gâˆšâˆ‚ttingen, Germany"
1926,Jean Baptiste Perrin,1870/09/30,Male,Physics," for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium ",France,Sorbonne University,"Paris, France"
1927,Arthur Holly Compton,1892/09/10,Male,Physics, for his discovery of the effect named after him ,United States of America,University of Chicago,"Chicago, IL, United States of America"
1927,Charles Thomson Rees Wilson,1869/02/14,Male,Physics, for his method of making the paths of electrically charged particles visible by condensation of vapour ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1928,Owen Willans Richardson,1879/04/26,Male,Physics, for his work on the thermionic phenomenon and especially for the discovery of the law named after him ,United Kingdom,London University,"London, United Kingdom"
1929,Prince Louis-Victor Pierre Raymond de Broglie,1892/08/15,Male,Physics, for his discovery of the wave nature of electrons ,France,Sorbonne University,"Paris, France"
1930,Sir Chandrasekhara Venkata Raman,1888/11/07,Male,Physics, for his work on the scattering of light and for the discovery of the effect named after him ,India,Calcutta University,"Calcutta, India"
1932,Werner Karl Heisenberg,5/12/1901,Male,Physics," for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen ",Germany,Leipzig University,"Leipzig, Germany"
1933,Erwin Schrâˆšâˆ‚dinger,1887/08/12,Male,Physics, for the discovery of new productive forms of atomic theory ,Austria,Berlin University,"Berlin, Germany"
1933,Paul Adrien Maurice Dirac,8/8/1902,Male,Physics, for the discovery of new productive forms of atomic theory ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1935,James Chadwick,1891/10/20,Male,Physics, for the discovery of the neutron ,United Kingdom,Liverpool University,"Liverpool, United Kingdom"
1936,Carl David Anderson,3/9/1905,Male,Physics, for his discovery of the positron ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1936,Victor Franz Hess,1883/06/24,Male,Physics, for his discovery of cosmic radiation ,Austria,Innsbruck University,"Innsbruck, Austria"
1937,Clinton Joseph Davisson,1881/10/22,Male,Physics, for their experimental discovery of the diffraction of electrons by crystals ,United States of America,Bell Laboratories,"New York, NY, United States of America"
1937,George Paget Thomson,1892/05/03,Male,Physics, for their experimental discovery of the diffraction of electrons by crystals ,United Kingdom,London University,"London, United Kingdom"
1938,Enrico Fermi,9/29/1901,Male,Physics," for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons ",Italy,Rome University,"Rome, Italy"
1939,Ernest Orlando Lawrence,8/8/1901,Male,Physics," for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements ",United States of America,University of California,"Berkeley, CA, United States of America"
1943,Otto Stern,1888/02/17,Male,Physics, for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton ,Poland,Carnegie Mellon University,"Pittsburgh, PA, United States of America"
1944,Isidor Isaac Rabi,1898/07/29,Male,Physics, for his resonance method for recording the magnetic properties of atomic nuclei ,Poland,Columbia University,"New York, NY, United States of America"
1945,Wolfgang Pauli,4/25/1900,Male,Physics," for the discovery of the Exclusion Principle, also called the Pauli Principle ",Austria,Princeton University,"Princeton, NJ, United States of America"
1946,Percy Williams Bridgman,1882/04/21,Male,Physics," for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics ",United States of America,Harvard University,"Cambridge, MA, United States of America"
1947,Sir Edward Victor Appleton,1892/09/06,Male,Physics, for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer ,United Kingdom,Department of Scientific and Industrial Research,"London, United Kingdom"
1948,Patrick Maynard Stuart Blackett,1897/11/18,Male,Physics," for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation ",United Kingdom,Victoria University,"Manchester, United Kingdom"
1949,Hideki Yukawa,1/23/1907,Male,Physics, for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces ,Japan,Kyoto University,"Kyoto, Japan"
1950,Cecil Frank Powell,5/12/1903,Male,Physics, for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method ,United Kingdom,Bristol University,"Bristol, United Kingdom"
1951,Ernest Thomas Sinton Walton,6/10/1903,Male,Physics, for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles ,Ireland,Trinity College,"Dublin, Ireland"
1951,Sir John Douglas Cockcroft,1897/05/27,Male,Physics, for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles ,United Kingdom,Atomic Energy Research Establishment,"Harwell, Berkshire, United Kingdom"
1952,Edward Mills Purcell,8/30/1912,Male,Physics, for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1952,Felix Bloch,10/23/1905,Male,Physics, for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith ,Switzerland,Stanford University,"Stanford, CA, United States of America"
1953,Frits Zernike,1888/07/16,Male,Physics," for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope ",Netherlands,Groningen University,"Groningen, Netherlands"
1954,Max Born,1882/12/11,Male,Physics," for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction ",Poland,Edinburgh University,"Edinburgh, United Kingdom"
1954,Walther Bothe,1891/01/08,Male,Physics, for the coincidence method and his discoveries made therewith ,Germany,University of Heidelberg,"Heidelberg, Germany"
1955,Polykarp Kusch,1/26/1911,Male,Physics, for his precision determination of the magnetic moment of the electron ,Germany,Columbia University,"New York, NY, United States of America"
1955,Willis Eugene Lamb,12/7/1913,Male,Physics, for his discoveries concerning the fine structure of the hydrogen spectrum ,United States of America,Stanford University,"Stanford, CA, United States of America"
1956,John Bardeen,5/23/1908,Male,Physics, for their researches on semiconductors and their discovery of the transistor effect ,United States of America,University of Illinois,"Urbana, IL, United States of America"
1956,Walter Houser Brattain,10/2/1902,Male,Physics, for their researches on semiconductors and their discovery of the transistor effect ,China,Bell Laboratories,"Murray Hill, NJ, United States of America"
1956,William Bradford Shockley,2/13/1910,Male,Physics, for their researches on semiconductors and their discovery of the transistor effect ,United Kingdom,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA, United States of America"
1957,Chen Ning Yang,9/22/1922,Male,Physics, for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles ,China,Institute for Advanced Study,"Princeton, NJ, United States of America"
1957,Tsung-Dao (T.D.) Lee,11/24/1926,Male,Physics, for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles ,China,Columbia University,"New York, NY, United States of America"
1958,Igor Yevgenyevich Tamm,1895/07/08,Male,Physics, for the discovery and the interpretation of the Cherenkov effect ,Russia,University of Moscow,"Moscow, Russia"
1958,IlÂ¬Â¥ja Mikhailovich Frank,10/23/1908,Male,Physics, for the discovery and the interpretation of the Cherenkov effect ,Russia,University of Moscow,"Moscow, Russia"
1958,Pavel Alekseyevich Cherenkov,7/28/1904,Male,Physics, for the discovery and the interpretation of the Cherenkov effect ,Russia,P.N. Lebedev Physical Institute,"Moscow, Russia"
1959,Emilio Gino SegrâˆšÂ®,1/2/1905,Male,Physics, for their discovery of the antiproton ,Italy,University of California,"Berkeley, CA, United States of America"
1959,Owen Chamberlain,10/7/1920,Male,Physics, for their discovery of the antiproton ,United States of America,University of California,"Berkeley, CA, United States of America"
1960,Donald Arthur Glaser,9/21/1926,Male,Physics, for the invention of the bubble chamber ,United States of America,University of California,"Berkeley, CA, United States of America"
1961,Robert Hofstadter,5/2/1915,Male,Physics, for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons ,United States of America,Stanford University,"Stanford, CA, United States of America"
1961,Rudolf Ludwig Mâˆšâˆ‚ssbauer,1/31/1929,Male,Physics, for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name ,Germany,Technical University,"Munich, Germany"
1962,Lev Davidovich Landau,1/22/1908,Male,Physics," for his pioneering theories for condensed matter, especially liquid helium ",Azerbaijan,Academy of Sciences,"Moscow, Russia"
1963,Eugene Paul Wigner,11/17/1902,Male,Physics," for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles ",Hungary,Princeton University,"Princeton, NJ, United States of America"
1963,J. Hans D. Jensen,6/25/1907,Male,Physics, for their discoveries concerning nuclear shell structure ,Germany,University of Heidelberg,"Heidelberg, Germany"
1963,Maria Goeppert Mayer,6/28/1906,Female,Physics, for their discoveries concerning nuclear shell structure ,Poland,University of California,"San Diego, CA, United States of America"
1964,Aleksandr Mikhailovich Prokhorov,11/7/1916,Male,Physics," for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle ",Australia,P.N. Lebedev Physical Institute,"Moscow, Russia"
1964,Charles Hard Townes,7/28/1915,Male,Physics," for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle ",United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1964,Nicolay Gennadiyevich Basov,12/14/1922,Male,Physics," for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle ",Russia,P.N. Lebedev Physical Institute,"Moscow, Russia"
1965,Julian Schwinger,12/2/1918,Male,Physics," for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles ",United States of America,Harvard University,"Cambridge, MA, United States of America"
1965,Richard P. Feynman,11/5/1918,Male,Physics," for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles ",United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1965,Sin-Itiro Tomonaga,3/31/1906,Male,Physics," for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles ",Japan,Tokyo University of Education,"Tokyo, Japan"
1966,Alfred Kastler,3/5/1902,Male,Physics, for the discovery and development of optical methods for studying Hertzian resonances in atoms ,France,âˆšÃ¢cole Normale SupâˆšÂ©rieure,"Paris, France"
1967,Hans Albrecht Bethe,2/7/1906,Male,Physics," for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars ",France,Cornell University,"Ithaca, NY, United States of America"
1968,Luis Walter Alvarez,6/13/1911,Male,Physics," for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis ",United States of America,University of California,"Berkeley, CA, United States of America"
1969,Murray Gell-Mann,9/15/1929,Male,Physics, for his contributions and discoveries concerning the classification of elementary particles and their interactions ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1970,Hannes Olof Gâˆšâˆ‚sta AlfvâˆšÂ©n,5/30/1908,Male,Physics, for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics ,Sweden,Royal Institute of Technology,"Stockholm, Sweden"
1970,Louis EugâˆšÂ®ne FâˆšÂ©lix NâˆšÂ©el,11/22/1904,Male,Physics, for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics ,France,University of Grenoble,"Grenoble, France"
1971,Dennis Gabor,5/6/1900,Male,Physics, for his invention and development of the holographic method ,Hungary,Imperial College,"London, United Kingdom"
1972,John Bardeen,5/23/1908,Male,Physics," for their jointly developed theory of superconductivity, usually called the BCS-theory ",United States of America,University of Illinois,"Urbana, IL, United States of America"
1972,John Robert Schrieffer,5/31/1931,Male,Physics," for their jointly developed theory of superconductivity, usually called the BCS-theory ",United States of America,University of Pennsylvania,"Philadelphia, PA, United States of America"
1972,Leon Neil Cooper,2/28/1930,Male,Physics," for their jointly developed theory of superconductivity, usually called the BCS-theory ",United States of America,Brown University,"Providence, RI, United States of America"
1973,Brian David Josephson,4/1/1940,Male,Physics," for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects ",United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1973,Ivar Giaever,5/4/1929,Male,Physics," for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively ",Norway,General Electric Company,"Schenectady, NY, United States of America"
1973,Leo Esaki,12/3/1925,Male,Physics," for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively ",Japan,IBM Thomas J. Watson Research Center,"Yorktown Heights, NY, United States of America"
1974,Antony Hewish,11/5/1924,Male,Physics," for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars ",United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1974,Sir Martin Ryle,9/27/1918,Male,Physics," for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars ",United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1975,Aage Niels Bohr,6/19/1922,Male,Physics, for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection ,Denmark,Niels Bohr Institute,"Copenhagen, Denmark"
1975,Ben Roy Mottelson,9/7/1926,Male,Physics, for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection ,United States of America,Nordita,"Copenhagen, Denmark"
1975,Leo James Rainwater,9/12/1917,Male,Physics, for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection ,United States of America,Columbia University,"New York, NY, United States of America"
1976,Burton Richter,3/22/1931,Male,Physics, for their pioneering work in the discovery of a heavy elementary particle of a new kind ,United States of America,Stanford Linear Accelerator Center,"Stanford, CA, United States of America"
1976,Samuel Chao Chung Ting,1/27/1936,Male,Physics, for their pioneering work in the discovery of a heavy elementary particle of a new kind ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1977,John Hasbrouck van Vleck,1899/03/13,Male,Physics, for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1977,Philip Warren Anderson,12/13/1923,Male,Physics, for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems ,United States of America,Bell Laboratories,"Murray Hill, NJ, United States of America"
1977,Sir Nevill Francis Mott,9/30/1905,Male,Physics, for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1978,Arno Allan Penzias,4/26/1933,Male,Physics, for their discovery of cosmic microwave background radiation ,Germany,Bell Laboratories,"Holmdel, NJ, United States of America"
1978,Pyotr Leonidovich Kapitsa,1894/07/09,Male,Physics, for his basic inventions and discoveries in the area of low-temperature physics ,Russia,Academy of Sciences,"Moscow, Russia"
1978,Robert Woodrow Wilson,10/1/1936,Male,Physics, for their discovery of cosmic microwave background radiation ,United States of America,Bell Laboratories,"Holmdel, NJ, United States of America"
1979,Abdus Salam,1/29/1926,Male,Physics," for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current ",Pakistan,International Centre for Theoretical Physics,"Trieste, Italy"
1979,Sheldon Lee Glashow,5/12/1932,Male,Physics," for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current ",United States of America,Harvard University,"Cambridge, MA, United States of America"
1979,Steven Weinberg,3/5/1933,Male,Physics," for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current ",United States of America,Harvard University,"Cambridge, MA, United States of America"
1980,James Watson Cronin,9/29/1931,Male,Physics, for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons ,United States of America,University of Chicago,"Chicago, IL, United States of America"
1980,Val Logsdon Fitch,10/3/1923,Male,Physics, for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons ,United States of America,Princeton University,"Princeton, NJ, United States of America"
1981,Arthur Leonard Schawlow,5/5/1921,Male,Physics, for their contribution to the development of laser spectroscopy ,United States of America,Stanford University,"Stanford, CA, United States of America"
1981,Kai M. Siegbahn,4/20/1918,Male,Physics, for his contribution to the development of high-resolution electron spectroscopy ,Sweden,Uppsala University,"Uppsala, Sweden"
1981,Nicolaas Bloembergen,11/3/1920,Male,Physics, for their contribution to the development of laser spectroscopy ,Netherlands,Harvard University,"Cambridge, MA, United States of America"
1982,Kenneth G. Wilson,8/6/1936,Male,Physics, for his theory for critical phenomena in connection with phase transitions ,United States of America,Cornell University,"Ithaca, NY, United States of America"
1983,Subramanyan Chandrasekhar,10/19/1910,Male,Physics, for his theoretical studies of the physical processes of importance to the structure and evolution of the stars ,Pakistan,University of Chicago,"Chicago, IL, United States of America"
1983,William Alfred Fowler,9/8/1911,Male,Physics, for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1984,Carlo Rubbia,3/31/1934,Male,Physics," for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction ",Italy,CERN,"Geneva, Switzerland"
1984,Simon van der Meer,11/24/1925,Male,Physics," for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction ",Netherlands,CERN,"Geneva, Switzerland"
1985,Klaus von Klitzing,6/28/1943,Male,Physics, for the discovery of the quantized Hall effect ,Poland,Max-Planck-Institut,"Stuttgart, Germany"
1986,Ernst Ruska,12/25/1906,Male,Physics," for his fundamental work in electron optics, and for the design of the first electron microscope ",Germany,Fritz-Haber-Institut der Max-Planck-Gesellschaft,"Berlin, Germany"
1986,Gerd Binnig,7/20/1947,Male,Physics, for their design of the scanning tunneling microscope ,Germany,IBM Zurich Research Laboratory,"RâˆšÂºschlikon, Switzerland"
1986,Heinrich Rohrer,6/6/1933,Male,Physics, for their design of the scanning tunneling microscope ,Switzerland,IBM Zurich Research Laboratory,"RâˆšÂºschlikon, Switzerland"
1987,J. Georg Bednorz,5/16/1950,Male,Physics, for their important break-through in the discovery of superconductivity in ceramic materials ,Germany,IBM Zurich Research Laboratory,"RâˆšÂºschlikon, Switzerland"
1987,K. Alexander MâˆšÂºller,4/20/1927,Male,Physics, for their important break-through in the discovery of superconductivity in ceramic materials ,Switzerland,IBM Zurich Research Laboratory,"RâˆšÂºschlikon, Switzerland"
1988,Jack Steinberger,5/25/1921,Male,Physics, for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino ,Germany,CERN,"Geneva, Switzerland"
1988,Leon M. Lederman,7/15/1922,Male,Physics, for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino ,United States of America,Fermi National Accelerator Laboratory,"Batavia, IL, United States of America"
1988,Melvin Schwartz,2/11/1932,Male,Physics, for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino ,United States of America,"Digital Pathways, Inc.","Mountain View, CA, United States of America"
1989,Hans G. Dehmelt,9/9/1922,Male,Physics, for the development of the ion trap technique ,Germany,University of Washington,"Seattle, WA, United States of America"
1989,Norman F. Ramsey,8/27/1915,Male,Physics, for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1989,Wolfgang Paul,10/8/1913,Male,Physics, for the development of the ion trap technique ,Germany,University of Bonn,"Bonn, Germany"
1990,Henry W. Kendall,9/12/1926,Male,Physics," for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics ",United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1990,Jerome I. Friedman,3/28/1930,Male,Physics," for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics ",United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1990,Richard E. Taylor,2/11/1929,Male,Physics," for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics ",Canada,Stanford University,"Stanford, CA, United States of America"
1991,Pierre-Gilles de Gennes,10/24/1932,Male,Physics," for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers ",France,CollâˆšÂ®ge de France,"Paris, France"
1992,Georges Charpak,1/8/1924,Male,Physics," for his invention and development of particle detectors, in particular the multiwire proportional chamber ",Poland,âˆšÃ¢cole SupâˆšÂ©rieure de Physique et Chimie,"Paris, France"
1993,Joseph H. Taylor Jr.,3/29/1941,Male,Physics," for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation ",United States of America,Princeton University,"Princeton, NJ, United States of America"
1993,Russell A. Hulse,11/28/1950,Male,Physics," for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation ",United States of America,Princeton University,"Princeton, NJ, United States of America"
1994,Bertram N. Brockhouse,7/15/1918,Male,Physics, for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of neutron spectroscopy ,Canada,McMaster University,"Hamilton, Ontario, Canada"
1994,Clifford G. Shull,9/23/1915,Male,Physics, for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of the neutron diffraction technique ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
1995,Frederick Reines,3/16/1918,Male,Physics, for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the detection of the neutrino ,United States of America,University of California,"Irvine, CA, United States of America"
1995,Martin L. Perl,6/24/1927,Male,Physics, for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the discovery of the tau lepton ,United States of America,Stanford University,"Stanford, CA, United States of America"
1996,David M. Lee,1/20/1931,Male,Physics, for their discovery of superfluidity in helium-3 ,United States of America,Cornell University,"Ithaca, NY, United States of America"
1996,Douglas D. Osheroff,1/8/1945,Male,Physics, for their discovery of superfluidity in helium-3 ,United States of America,Stanford University,"Stanford, CA, United States of America"
1996,Robert C. Richardson,6/26/1937,Male,Physics, for their discovery of superfluidity in helium-3 ,United States of America,Cornell University,"Ithaca, NY, United States of America"
1997,Claude Cohen-Tannoudji,1/4/1933,Male,Physics, for development of methods to cool and trap atoms with laser light ,Algeria,CollâˆšÂ®ge de France,"Paris, France"
1997,Steven Chu,2/28/1948,Male,Physics, for development of methods to cool and trap atoms with laser light ,United States of America,Stanford University,"Stanford, CA, United States of America"
1997,William D. Phillips,5/11/1948,Male,Physics, for development of methods to cool and trap atoms with laser light ,United States of America,National Institute of Standards and Technology,"Gaithersburg, MD, United States of America"
1998,Daniel C. Tsui,2/28/1939,Male,Physics, for their discovery of a new form of quantum fluid with fractionally charged excitations ,China,Princeton University,"Princeton, NJ, United States of America"
1998,Horst L. Stâˆšâˆ‚rmer,6/4/1949,Male,Physics, for their discovery of a new form of quantum fluid with fractionally charged excitations ,Germany,Columbia University,"New York, NY, United States of America"
1998,Robert B. Laughlin,1/11/1950,Male,Physics, for their discovery of a new form of quantum fluid with fractionally charged excitations ,United States of America,Stanford University,"Stanford, CA, United States of America"
1999,Gerardus 't Hooft,5/7/1946,Male,Physics, for elucidating the quantum structure of electroweak interactions in physics ,Netherlands,Utrecht University,"Utrecht, Netherlands"
1999,Martinus J.G. Veltman,6/27/1931,Male,Physics, for elucidating the quantum structure of electroweak interactions in physics ,Netherlands,,"Bilthoven, Netherlands"
2000,Herbert Kroemer,8/25/1928,Male,Physics, for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics ,Germany,University of California,"Santa Barbara, CA, United States of America"
2000,Jack S. Kilby,8/11/1923,Male,Physics, for basic work on information and communication technology; for his part in the invention of the integrated circuit ,United States of America,Texas Instruments,"Dallas, TX, United States of America"
2000,Zhores I. Alferov,3/15/1930,Male,Physics, for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics ,Belarus,A.F. Ioffe Physico-Technical Institute,"St. Petersburg, Russia"
2001,Carl E. Wieman,3/26/1951,Male,Physics," for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates ",United States of America,University of Colorado,"Boulder, CO, United States of America"
2001,Eric A. Cornell,12/19/1961,Male,Physics," for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates ",United States of America,University of Colorado,"Boulder, CO, United States of America"
2001,Wolfgang Ketterle,10/21/1957,Male,Physics," for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates ",Germany,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
2002,Masatoshi Koshiba,9/19/1926,Male,Physics," for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos ",Japan,University of Tokyo,"Tokyo, Japan"
2002,Raymond Davis Jr.,10/14/1914,Male,Physics," for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos ",United States of America,University of Pennsylvania,"Philadelphia, PA, United States of America"
2002,Riccardo Giacconi,6/10/1931,Male,Physics," for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources ",Italy,Associated Universities Inc.,"Washington, DC, United States of America"
2003,Alexei A. Abrikosov,6/25/1928,Male,Physics, for pioneering contributions to the theory of superconductors and superfluids ,Russia,Argonne National Laboratory,"Argonne, IL, United States of America"
2003,Anthony J. Leggett,3/26/1938,Male,Physics, for pioneering contributions to the theory of superconductors and superfluids ,United Kingdom,University of Illinois,"Urbana, IL, United States of America"
2003,Vitaly L. Ginzburg,4/10/1916,Male,Physics, for pioneering contributions to the theory of superconductors and superfluids ,Russia,P.N. Lebedev Physical Institute,"Moscow, Russia"
2004,David J. Gross,2/19/1941,Male,Physics, for the discovery of asymptotic freedom in the theory of the strong interaction ,United States of America,University of California,"Santa Barbara, CA, United States of America"
2004,Frank Wilczek,5/15/1951,Male,Physics, for the discovery of asymptotic freedom in the theory of the strong interaction ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
2004,H. David Politzer,8/31/1949,Male,Physics, for the discovery of asymptotic freedom in the theory of the strong interaction ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
2005,John L. Hall,8/21/1934,Male,Physics," for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique ",United States of America,University of Colorado,"Boulder, CO, United States of America"
